name,address,tags,rate,ID,representative_menu,place_price,menu_list,iamge_URL
지금 여기가 맨 앞,서울 중구 을지로20길 16 3층,"중구, 양식",5.0,1340838937,북어 알리오 올리오 - 스파게티니,13000,"[('나물 듬뿍 파스타', '14,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221006_133%2F1665043160094zhcX5_PNG%2F%25B7%25CE%25B0%25ED.png
메이드인시카고피자,서울 중구 덕수궁길 5 2층,"중구, 양식",5.0,37108135,토마토미트 스파게티,15000,"[('[ PIZZA ] 고구마 피자 8인치', '30,000원'), ('[ PIZZA ] 페퍼로니 피자 8인치', '30,000원'), ('[ PIZZA ] 콤비네이션 피자 8인치', '32,000원'), ('[ PIZZA ] 몬스터 피자 8인치', '37,000원'), ('치즈스틱(3ps)', '3,000원'), ('오징어링(3ps)', '3,000원'), ('텐더(3ps)', '3,000원'), ('모듬튀김', '8,000원'), ('버팔로윙', '8,000원'), ('리코타치즈 셀러드', '12,000원'), ('셀러드', '9,000원'), ('포테이토', '7,000원'), ('시카고핫도그', '7,000원'), ('[ PIZZA ] 클래식 피자 6인치', '16,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220709_148%2F1657348269453bxOT5_JPEG%2Fmv_actors5.jpg
광화문 몽로,서울 중구 세종대로21길 40 TV조선 씨스퀘어빌딩 1층 광화문몽로,"중구, 양식",5.0,38556717,엘본 스테이크,110000,"[('제비추리 스테이크', '55,000원'), ('박찬일식 닭튀김(6조각)', '22,000원'), ('가지 라자냐', '27,000원'), ('포르치니 수제비 파스타', '27,000원'), ('옥수수 감자뇨끼', '29,000원'), ('해산물 오일파스타', '29,000원'), ('런치 구운단호박 샐러드', '15,000원'), ('런치 닭가슴살 샐러드', '17,000원'), ('런치 생연어 샐러드', '19,000원'), ('런치 스테이크 샐러드', '22,000원'), ('런치 덮밥', '변동'), ('런치 파스타', '변동'), ('문어 샐러드', '32,000원'), ('연어 그라블락스', '28,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201012_33%2F16024782729224UQin_JPEG%2F5V5uKmzGfnBLEVCVr3uU0PBM.jpg
사유의서재 남산,서울 중구 퇴계로20길 13,"중구, 양식",5.0,1388682402,치즈휠 라구파스타,24000,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230504_138%2F1683133756035Rjgnm_JPEG%2F%25C5%25A9%25B1%25E2%25BA%25AF%25C8%25AF%25BC%25BC%25C6%25AE%25B8%25DE%25B4%25BA.jpg
웨스틴 조선 서울 나인스 게이트,서울 중구 소공로 106,"중구, 양식",5.0,20753494,9TH GATE,200000,"[('HERENDY', '250,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230131_159%2F1675147177989532KE_JPEG%2FNG_%25C3%25A4%25B3%25A1%25BD%25BA%25C5%25D7%25C0%25CC%25C5%25A9%25C5%25A9%25B7%25A6%25C4%25C9%25C0%25CC%25C5%25A9_%25B0%25A1%25B7%25CE.jpg
맥파이 을지로점,서울 중구 을지로 127 4층,"중구, 양식",5.0,1052471133,페퍼로니 피자,18000,"[('쿨 랜치 피자', '19,000원'), ('감자튀김', '9,000원'), ('치킨 텐더', '12,000원'), ('맥파이 페일에일', '7,000원'), ('맥파이 포터', '7,000원'), ('맥파이 IPA', '8,000원'), ('맥파이 쾰쉬', '7,000원'), ('맥파이 계절 맥주', '변동'), ('하와이안 피자', '20,000원'), ('클래식 마르게리타 피자', '21,000원'), ('스파이시 램 피자', '21,000원'), ('치킨 시저 샐러드', '12,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230901_83%2F16935525466414dw7L_JPEG%2Fnew_MAGPIE_black.jpg
샤이바나 광화문점,서울 중구 세종대로 136 서울파이낸스센터,"중구, 양식",5.0,31076497,자이언트 밋볼 스파게티,19900,"[('씨푸드 잠발라야', '20,900원'), ('바질새우치즈스파게티', '21,900원'), ('칠리치즈치킨프라이즈', '22,900원'), ('팩맨 치킨 슬라이더', '27,900원'), ('콜드 버터 매쉬드 포테이토', '7,900원'), ('빅보이 칠리 스파게티', '20,900원'), ('트.머.치 스파게티', '20,900원'), ('치즈러버 스파게티', '19,900원'), ('루이지애나 더티 라이스', '15,900원'), ('칠리라이스', '16,900원'), ('빽립 플레이트', '37,900원'), ('애플소스 스테이크', '34,900원'), ('에그인헬', '16,900원'), ('서던 후라이드 치킨', '17,900원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230330_244%2F1680170559741nlPaM_JPEG%2F9.jpg
세븐티포 비스트로,서울 중구 명동길 74 파밀리아채플 1층,"중구, 양식",5.0,35781578,예상 밖에 가지 (With 치아바타),18000,"[('바질 페스토 파스타', '16,000원'), ('초리조 쉬림프 오일 파스타', '16,000원'), ('유자 리코타 치즈 샐러드', '18,000원'), ('크림치즈 과카몰리 & 바게트', '15,000원'), ('라구 파스타', '16,000원'), ('페퍼로니 피자', '22,000원'), ('할라피뇨 페퍼로니 피자', '22,000원'), ('루꼴라 프로슈토 피자', '22,000원'), ('74시그니처 떡볶이', '21,000원'), ('감바스 알 아히요', '24,000원'), ('레귤러 컷 치즈 프라이즈', '13,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230216_81%2F1676541995397U9RoK_JPEG%2FKakaoTalk_20230204_021532156.jpg
라칸티나,서울 중구 을지로 19 삼성빌딩,"중구, 양식",5.0,11724317,토마토소스 파스타,17000,"[('쇠고기 소스 파스타', '18,000원'), ('버터와 로마노 치즈 파스타', '17,000원'), ('버섯소스 파스타', '19,000원'), ('알프레도 소스 파스타', '18,000원'), ('페스토', '18,000원'), ('아 모도 미오 파스타', '22,000원'), ('링귀니 라 칸티나', '21,000원'), ('스파게티니 알리오올리오', '19,000원'), ('링귀니 알라 마리나라', '21,000원'), ('토텔리니 알라 벨라르디', '20,000원'), ('라비올리 콘 리코타', '21,000원'), ('리가토니 알 포르노', '20,000원'), ('스파게티 알라 카르보나라', '20,000원'), ('라자냐 알 포르노', '21,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_248%2F1441029587727TuiYu_JPEG%2F156155406251607_0.jpg
도우큐먼트,서울 중구 수표로 13 1층,"중구, 양식",5.0,1583350870,피자,-1,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221102_146%2F1667362738309q70lt_JPEG%2FKakaoTalk_20221102_131736665.jpg
띰 을지로점,서울 중구 퇴계로27길 42 2층,"중구, 양식",5.0,1980040973,(Lunch)삼겹카레덮밥,12000,"[('(Lunch)크림파스타', '12,000원'), ('(Lunch)페퍼로니피자', '13,000원'), ('(Lunch)라구파스타', '12,000원'), ('(Dinner)PESTA', '30,000원'), ('칠리치즈파히타', '18,000원'), ('(Lunch)로제파스타', '12,000원'), ('(Lunch)토마토파스타', '11,000원'), ('(Lunch)투움바파스타', '12,000원'), ('(Lunch)불고기오일파스타', '13,000원'), ('(Lunch)제육파스타', '13,000원'), ('(Lunch)불고기피자', '14,000원'), ('(Lunch)치즈피자', '13,000원'), ('(Lunch)핫치킨피자', '14,000원'), ('(Lunch)베이컨포테이토피자', '13,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231013_114%2F1697205119598gbU1S_JPEG%2F41023F34-5301-44F8-BEBB-E64D7BC47DBB.jpeg
피클피클 익스프레스,서울 중구 을지로43길 38 1층 피클피클 익스프레스,"중구, 양식",5.0,1036839058,치킨 시저 샐러드,12000,"[('연어카도 브루스케타', '16,500원'), ('로메스코 대파 파스타', '16,500원'), ('볼로네제', '17,500원'), ('피쉬 앤 칩스', '22,000원'), ('마르게리따 빤제로띠', '10,000원'), ('치킨 랜치 빤제로띠', '10,000원'), ('빤제로띠 우삼겹 떡볶이', '24,000원'), ('씨리얼 새우', '26,000원'), ('카프레제 샐러드', '13,000원'), ('리코타 치즈 샐러드', '15,000원'), ('스테이크 샐러드', '18,500원'), ('알리오 올리오', '12,000원'), ('포모도로', '12,000원'), ('베이컨 크림 파스타', '17,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220225_45%2F1645772606993hMtE9_JPEG%2F%25C7%25C7%25C5%25AC%25C7%25C7%25C5%25AC_%25C1%25A4%25B9%25AE%25BB%25E7%25C1%25F8.jpg
서가앤쿡 KTX서울역사점,서울 중구 한강대로 405 서가앤쿡 서울역사점,"중구, 양식",5.0,38233893,목살 한상,39900,"[('큐브 목살 한상', '39,900원'), ('베이컨 로제 파스타', '14,900원'), ('목살 스테이크 샐러드(L)', '26,800원'), ('목살 스테이크 샐러드(M)', '16,900원'), ('목살 파히타 한상', '45,900원'), ('게살 오이스터 파스타', '16,900원'), ('베이컨 까르보나라', '14,900원'), ('해산물 토마토 파스타', '14,900원'), ('새우 필라프', '14,900원'), ('김치 필라프', '14,900원'), ('목살 필라프', '14,900원'), ('한라봉 에이드', '7,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211220_203%2F1639966606383BjKbs_JPEG%2F%25B4%25D9%25BF%25EE%25B7%25CE%25B5%25E5.jpg
본스테이크,"서울 중구 동호로12길 59 1,2층","중구, 양식",5.0,1973211275,봉골레파스타,16000,"[('본스테이크', '42,000원'), ('아이본스테이크', '60,000원'), ('티본스테이크', '70,000원'), ('빠네', '16,000원'), ('알리올리오', '16,000원'), ('해산물오일파스타', '16,000원'), ('치킨시저샐러드', '16,000원'), ('콥샐러드', '16,000원'), ('부채살 스테이크', '26,000원'), ('페페로니 피자', '18,000원'), ('고르곤졸라 피자', '16,000원'), ('토마토 모짜렐라', '16,000원'), ('평일 런치 파스타 (all)', '13,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200728_239%2F1595928887175hyQf9_JPEG%2FqKh5-fbeiuTHdf5laboqf9T0.jpeg.jpg
라까예,서울 중구 퇴계로85길 42 1층 라까예,"중구, 양식",5.0,1095176086,알파스톨 타코 3pc,7500,"[('바바코아 타코 3pc', '9,900원'), ('소곱창 타코 3pc', '9,900원'), ('새우 타코 3pc', '9,900원'), ('또띠아 칩스 w. 과카몰리', '6,000원'), ('케사디아 1pc', '3,000원'), ('하마이카 프레스카', '5,000원'), ('마가리따', '8,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221227_72%2F1672146923186wucOn_JPEG%2F0E8C61F1-6E9E-43D9-9BB5-6B02571E761B.jpeg
알로,서울 중구 을지로12길 11 시어소호텔 지하1층,"중구, 양식",5.0,1752466023,부채살스테이크 정식(평일점심),11000,"[('토마호크 세트 550g (2인)', '98,000원'), ('양갈비 세트650g (2인)', '107,000원'), ('버터스테이크(부채)세트350g(2인)', '69,000원'), ('포터하우스(T본)세트750g(2~3인', '134,000원'), ('모짜렐라 토마토 파스타', '17,000원'), ('아마트리치아나', '18,000원'), ('까르보나라', '17,000원'), ('만조리가토니 파스타', '18,000원'), ('크림 치킨 감자 뇨끼', '19,000원'), ('항정살 오일 파스타', '18,000원'), ('앤쵸비 오일 파스타', '19,000원'), ('와인류', '변동'), ('블루베리 Ade', '7,000원'), ('하이볼', '7,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201103_147%2F1604372951699Cd22a_JPEG%2FgfA0wLWasEhm0WrAzfl9io1P.jpg
양키스그릴 신당점,서울 중구 다산로40길 42 삼정빌딩 1층 양키스그릴,"중구, 양식",5.0,1941478293,LTO STEAK (시즌한정),-1,"[('뉴욕스테이크', '23,000원'), ('치즈 그레이브 파스타', '15,000원'), ('립앤드 스테이크', '23,000원'), ('터키식 안심스테이크', '39,500원'), ('쉬림프 칠리 파스타', '15,000원'), ('트러플 화이트 라구 파스타', '15,000원'), ('로스트비프 필라프', '12,000원'), ('쉬림프 필라프', '12,000원'), ('프렌치 프라이', '8,000원'), ('매쉬드 포테이토', '5,500원'), ('코울슬로', '4,500원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221125_93%2F1669360655402f2VKC_JPEG%2F1-001.
